work_id,mp_name,state,district,constituency,work_title,work_category,work_description,recommendation_date,sanction_date,start_date,expected_completion_date,actual_completion_date,status,sanctioned_amount,estimated_cost,actual_expenditure,physical_progress,financial_progress,latitude,longitude,village,ward,beneficiary_area,implementing_agency,vendor,last_update_date,completion_certificate,utilization_certificate,audit_certificate,photo_available,asset_register_entry,data_source
MPLAD-RA-2024-0445,Hon. Member of Parliament (Jodhpur Parliamentary),Rajasthan,Jodhpur,Jodhpur Parliamentary,"Development of Multipurpose Cultural Hall, Ward 19",Community Hall & Cultural Centers,Standard infrastructure project under MPLADS guidelines for community hall & cultural centers to improve citizen access and public amenity.,2024-05-06,2024-06-26,2024-07-14,2025-01-28,,IN_PROGRESS,2233000.0,2233000.0,710094.0,33.9,31.8,26.231584,72.994532,Gram Shivaji Nagar,Ward 17,Jodhpur Block 3,Zila Parishad Engineering Wing,Registered Contractor V-163 Pvt Ltd,2026-08-04,False,False,False,True,True,SYNTHETIC_SIMULATED
MPLAD-MA-2024-0446,Hon. Member of Parliament (Pune Parliamentary),Maharashtra,Pune,Pune Parliamentary,"Construction of Underground Drainage System at Market Yard, Ward 8",Public Sanitation & Drainage,Standard infrastructure project under MPLADS guidelines for public sanitation & drainage to improve citizen access and public amenity.,2024-04-25,2024-05-19,2024-06-10,2024-12-15,,IN_PROGRESS,681000.0,681000.0,192723.0,30.7,28.3,18.541,73.915147,Gram Navodaya Vidyalaya,Ward 11,Pune Block 2,Zila Parishad Engineering Wing,Registered Contractor V-124 Pvt Ltd,2026-08-01,False,False,False,True,True,SYNTHETIC_SIMULATED
MPLAD-RA-2024-0447,Hon. Member of Parliament (Jaipur Parliamentary),Rajasthan,Jaipur,Jaipur Parliamentary,Development of Science Laboratory & Smart Classroom at Primary Health Center,School Infrastructure & Classrooms,Standard infrastructure project under MPLADS guidelines for school infrastructure & classrooms to improve citizen access and public amenity.,2024-06-18,2024-07-25,2024-08-28,2025-02-18,2025-03-16,COMPLETED,2116000.0,2116000.0,2127474.33,100.0,100.0,26.870544,75.802861,Gram Bus Stand,Ward 28,Jaipur Block 1,Public Health Engineering Department (PHED),Registered Contractor V-159 Pvt Ltd,2025-02-15,True,True,True,True,True,SYNTHETIC_SIMULATED
MPLAD-KA-2024-0448,Hon. Member of Parliament (Mysuru-Kodagu Parliamentary),Karnataka,Mysuru,Mysuru-Kodagu Parliamentary,Upgradation and Tarring of Rural Link Road near Ram Mandir,Road Works,Standard infrastructure project under MPLADS guidelines for road works to improve citizen access and public amenity.,2024-06-12,2024-07-26,2024-08-12,2024-12-31,2025-01-10,COMPLETED,1388000.0,1388000.0,1339265.66,100.0,100.0,12.274458,76.588655,Gram Panchayat Bhavan,Ward 13,Mysuru Block 4,Gram Panchayat Works Division,Registered Contractor V-171 Pvt Ltd,2024-12-22,True,True,True,True,True,SYNTHETIC_SIMULATED
MPLAD-KA-2024-0449,Hon. Member of Parliament (Bengaluru Rural Parliamentary),Karnataka,Bengaluru Rural,Bengaluru Rural Parliamentary,Development of Approach Road connecting Gandhi Park Main Gate,Road Works,Standard infrastructure project under MPLADS guidelines for road works to improve citizen access and public amenity.,2024-08-02,2024-09-18,2024-10-26,2025-05-07,,IN_PROGRESS,1932000.0,1932000.0,1389108.0,57.1,71.9,13.249283,77.561951,Gram Railway Crossing,Ward 29,Bengaluru Rural Block 4,District Urban Development Agency (DUDA),Registered Contractor V-163 Pvt Ltd,2026-06-08,False,False,False,True,True,SYNTHETIC_SIMULATED
MPLAD-UT-2024-0450,Hon. Member of Parliament (Lucknow Parliamentary),Uttar Pradesh,Lucknow,Lucknow Parliamentary,Development of Community Sanitary Complex with Septic Facility,Public Sanitation & Drainage,Standard infrastructure project under MPLADS guidelines for public sanitation & drainage to improve citizen access and public amenity.,2024-02-02,2024-03-20,2024-04-29,2024-09-13,,IN_PROGRESS,723000.0,723000.0,361500.0,51.0,50.0,26.832713,80.954064,Gram Shastri Colony,Ward 22,Lucknow Block 6,Zila Parishad Engineering Wing,Registered Contractor V-155 Pvt Ltd,2026-08-09,False,False,False,True,True,SYNTHETIC_SIMULATED
MPLAD-MA-2024-0451,Hon. Member of Parliament (Nagpur Parliamentary),Maharashtra,Nagpur,Nagpur Parliamentary,Covered Drain Construction from Main Chowk to Gandhi Park,Public Sanitation & Drainage,Standard infrastructure project under MPLADS guidelines for public sanitation & drainage to improve citizen access and public amenity.,2024-03-24,2024-05-12,2024-06-09,2024-09-17,,IN_PROGRESS,531000.0,531000.0,294705.0,44.3,55.5,21.096157,79.026572,Gram Ambedkar Nagar,Ward 2,Nagpur Block 5,Zila Parishad Engineering Wing,Registered Contractor V-111 Pvt Ltd,2026-06-22,False,False,False,False,True,SYNTHETIC_SIMULATED
MPLAD-RA-2024-0452,Hon. Member of Parliament (Jaipur Parliamentary),Rajasthan,Jaipur,Jaipur Parliamentary,"Construction of Underground Drainage System at Kisan Mandi, Ward 6",Public Sanitation & Drainage,Standard infrastructure project under MPLADS guidelines for public sanitation & drainage to improve citizen access and public amenity.,2024-04-27,2024-06-12,2024-06-30,2024-11-26,,IN_PROGRESS,850000.0,850000.0,472600.0,59.1,55.6,26.95659,75.767985,Gram Hanuman Chowk,Ward 24,Jaipur Block 6,Gram Panchayat Works Division,Registered Contractor V-166 Pvt Ltd,2026-08-02,False,False,False,True,True,SYNTHETIC_SIMULATED
MPLAD-UT-2024-0453,Hon. Member of Parliament (Varanasi Parliamentary),Uttar Pradesh,Varanasi,Varanasi Parliamentary,"Augmentation of Village Piped Drinking Water Scheme, Ward 29",Drinking Water & Tube Wells,Standard infrastructure project under MPLADS guidelines for drinking water & tube wells to improve citizen access and public amenity.,2024-01-31,2024-03-17,2024-04-29,2024-10-26,2024-11-09,COMPLETED,889000.0,889000.0,894392.68,100.0,100.0,25.297851,82.980359,Gram Primary Health Center,Ward 30,Varanasi Block 2,Public Health Engineering Department (PHED),Registered Contractor V-106 Pvt Ltd,2024-10-06,True,True,True,True,True,SYNTHETIC_SIMULATED
MPLAD-MA-2024-0454,Hon. Member of Parliament (Pune Parliamentary),Maharashtra,Pune,Pune Parliamentary,Development of Approach Road connecting Panchayat Bhavan Main Gate,Road Works,Standard infrastructure project under MPLADS guidelines for road works to improve citizen access and public amenity.,2024-08-20,2024-09-15,2024-10-13,2025-03-20,2025-03-12,COMPLETED,1784000.0,1784000.0,1838410.04,100.0,100.0,18.590613,73.913783,Gram Railway Crossing,Ward 23,Pune Block 4,Zila Parishad Engineering Wing,Registered Contractor V-134 Pvt Ltd,2025-03-06,True,True,True,True,True,SYNTHETIC_SIMULATED
MPLAD-UT-2024-0455,Hon. Member of Parliament (Lucknow Parliamentary),Uttar Pradesh,Lucknow,Lucknow Parliamentary,"Construction of Underground Drainage System at Hanuman Chowk, Ward 13",Public Sanitation & Drainage,Standard infrastructure project under MPLADS guidelines for public sanitation & drainage to improve citizen access and public amenity.,2024-07-04,2024-08-18,2024-09-27,2025-02-02,2025-01-18,COMPLETED,586000.0,586000.0,560131.08,100.0,100.0,26.873943,80.926908,Gram Shivaji Nagar,Ward 7,Lucknow Block 1,Zila Parishad Engineering Wing,Registered Contractor V-147 Pvt Ltd,2025-01-27,True,True,True,True,True,SYNTHETIC_SIMULATED
MPLAD-MA-2024-0456,Hon. Member of Parliament (Nagpur Parliamentary),Maharashtra,Nagpur,Nagpur Parliamentary,Installation of Solar Dual Pump Tube Well at Market Yard,Drinking Water & Tube Wells,Standard infrastructure project under MPLADS guidelines for drinking water & tube wells to improve citizen access and public amenity.,2024-08-12,2024-10-11,2024-11-22,2025-06-01,,IN_PROGRESS,692000.0,692000.0,235280.0,30.2,34.0,21.145682,79.127257,Gram Panchayat Bhavan,Ward 29,Nagpur Block 2,Public Works Department (PWD) Rural,Registered Contractor V-156 Pvt Ltd,2026-08-06,False,False,False,True,True,SYNTHETIC_SIMULATED
MPLAD-UT-2024-0457,Hon. Member of Parliament (Lucknow Parliamentary),Uttar Pradesh,Lucknow,Lucknow Parliamentary,"Construction of Separate Girls Sanitation Facility at Govt High School, Shastri Colony",School Infrastructure & Classrooms,Standard infrastructure project under MPLADS guidelines for school infrastructure & classrooms to improve citizen access and public amenity.,2024-06-07,2024-07-12,2024-08-02,2024-12-07,,IN_PROGRESS,1295000.0,1295000.0,889665.0,75.0,68.7,26.879874,80.970071,Gram Market Yard,Ward 28,Lucknow Block 4,Gram Panchayat Works Division,Registered Contractor V-158 Pvt Ltd,2026-08-10,False,False,False,True,True,SYNTHETIC_SIMULATED
MPLAD-KA-2024-0458,Hon. Member of Parliament (Bengaluru Rural Parliamentary),Karnataka,Bengaluru Rural,Bengaluru Rural Parliamentary,"Modernization of School Boundary Wall and Playground, Ward 34",School Infrastructure & Classrooms,Standard infrastructure project under MPLADS guidelines for school infrastructure & classrooms to improve citizen access and public amenity.,2024-05-20,2024-07-16,2024-08-23,2025-02-07,,IN_PROGRESS,1653000.0,1653000.0,1224873.0,57.2,74.1,13.252033,77.559887,Gram Gandhi Park,Ward 3,Bengaluru Rural Block 3,Public Health Engineering Department (PHED),Registered Contractor V-163 Pvt Ltd,2026-06-16,False,False,False,True,True,SYNTHETIC_SIMULATED
MPLAD-UT-2024-0459,Hon. Member of Parliament (Lucknow Parliamentary),Uttar Pradesh,Lucknow,Lucknow Parliamentary,Laying of Interlocking Tile Road at Railway Crossing Sector 23,Road Works,Standard infrastructure project under MPLADS guidelines for road works to improve citizen access and public amenity.,2024-09-06,2024-10-18,2024-11-16,2025-05-14,,IN_PROGRESS,1692000.0,1692000.0,641268.0,34.7,37.9,26.817186,80.941466,Gram Bus Stand,Ward 19,Lucknow Block 6,Public Health Engineering Department (PHED),Registered Contractor V-180 Pvt Ltd,2026-07-26,False,False,False,True,True,SYNTHETIC_SIMULATED
MPLAD-KA-2024-0460,Hon. Member of Parliament (Mysuru-Kodagu Parliamentary),Karnataka,Mysuru,Mysuru-Kodagu Parliamentary,Sinking of Deep Borewell with Overhead Storage Tank near Shastri Colony,Drinking Water & Tube Wells,Standard infrastructure project under MPLADS guidelines for drinking water & tube wells to improve citizen access and public amenity.,2024-04-25,2024-06-07,2024-07-17,2024-12-14,,IN_PROGRESS,802000.0,802000.0,620748.0,75.7,77.4,12.248009,76.646045,Gram Panchayat Bhavan,Ward 7,Mysuru Block 2,District Urban Development Agency (DUDA),Registered Contractor V-150 Pvt Ltd,2026-08-01,False,True,False,True,True,SYNTHETIC_SIMULATED
MPLAD-UT-2024-0461,Hon. Member of Parliament (Varanasi Parliamentary),Uttar Pradesh,Varanasi,Varanasi Parliamentary,"Construction of 2 Additional Classrooms in Govt Upper Primary School, Ram Mandir",School Infrastructure & Classrooms,Standard infrastructure project under MPLADS guidelines for school infrastructure & classrooms to improve citizen access and public amenity.,2024-03-10,2024-04-12,2024-05-14,2024-08-18,,IN_PROGRESS,1772000.0,1772000.0,937388.0,40.8,52.9,25.382763,82.936216,Gram Primary Health Center,Ward 14,Varanasi Block 1,Public Health Engineering Department (PHED),Registered Contractor V-139 Pvt Ltd,2026-06-20,False,False,False,True,True,SYNTHETIC_SIMULATED
MPLAD-MA-2024-0462,Hon. Member of Parliament (Pune Parliamentary),Maharashtra,Pune,Pune Parliamentary,"Construction of Underground Drainage System at Navodaya Vidyalaya, Ward 10",Public Sanitation & Drainage,Standard infrastructure project under MPLADS guidelines for public sanitation & drainage to improve citizen access and public amenity.,2024-03-16,2024-04-26,2024-06-05,2024-10-18,,IN_PROGRESS,626000.0,626000.0,450720.0,71.2,72.0,18.529558,73.896859,Gram Shivaji Nagar,Ward 2,Pune Block 4,Public Works Department (PWD) Rural,Registered Contractor V-163 Pvt Ltd,2026-07-13,False,False,False,True,True,SYNTHETIC_SIMULATED
MPLAD-UT-2024-0463,Hon. Member of Parliament (Varanasi Parliamentary),Uttar Pradesh,Varanasi,Varanasi Parliamentary,Construction of Cement Concrete Lane in Ward No. 8,Road Works,Standard infrastructure project under MPLADS guidelines for road works to improve citizen access and public amenity.,2024-07-28,2024-08-23,2024-10-03,2025-03-13,2025-03-08,COMPLETED,1359000.0,1359000.0,1340277.8,100.0,100.0,25.359552,82.906092,Gram Panchayat Bhavan,Ward 24,Varanasi Block 3,Zila Parishad Engineering Wing,Registered Contractor V-179 Pvt Ltd,2025-03-08,True,True,True,True,True,SYNTHETIC_SIMULATED
MPLAD-UT-2024-0464,Hon. Member of Parliament (Lucknow Parliamentary),Uttar Pradesh,Lucknow,Lucknow Parliamentary,Development of Approach Road connecting Navodaya Vidyalaya Main Gate,Road Works,Standard infrastructure project under MPLADS guidelines for road works to improve citizen access and public amenity.,2024-04-04,2024-05-02,2024-05-20,2024-12-04,2024-11-19,COMPLETED,1260000.0,1260000.0,1234639.42,100.0,100.0,26.858903,80.951131,Gram Primary Health Center,Ward 10,Lucknow Block 5,Public Works Department (PWD) Rural,Registered Contractor V-147 Pvt Ltd,2024-11-19,True,True,True,True,True,SYNTHETIC_SIMULATED
MPLAD-MA-2024-0465,Hon. Member of Parliament (Pune Parliamentary),Maharashtra,Pune,Pune Parliamentary,Construction of B.R. Ambedkar Community Bhavan near Panchayat Bhavan,Community Hall & Cultural Centers,Standard infrastructure project under MPLADS guidelines for community hall & cultural centers to improve citizen access and public amenity.,2024-04-11,2024-06-10,2024-07-16,2024-11-14,2024-11-25,COMPLETED,2294000.0,2294000.0,2363426.38,100.0,100.0,18.556554,73.849877,Gram Market Yard,Ward 30,Pune Block 4,District Urban Development Agency (DUDA),Registered Contractor V-154 Pvt Ltd,2024-10-27,True,True,True,True,True,SYNTHETIC_SIMULATED
MPLAD-UT-2024-0466,Hon. Member of Parliament (Lucknow Parliamentary),Uttar Pradesh,Lucknow,Lucknow Parliamentary,Development of Approach Road connecting Market Yard Main Gate,Road Works,Standard infrastructure project under MPLADS guidelines for road works to improve citizen access and public amenity.,2024-07-25,2024-08-14,2024-09-20,2025-04-01,,IN_PROGRESS,1120000.0,1120000.0,301280.0,29.2,26.9,26.860762,80.905253,Gram Kisan Mandi,Ward 2,Lucknow Block 6,Public Health Engineering Department (PHED),Registered Contractor V-119 Pvt Ltd,2026-07-29,False,False,False,True,True,SYNTHETIC_SIMULATED
MPLAD-MA-2024-0467,Hon. Member of Parliament (Pune Parliamentary),Maharashtra,Pune,Pune Parliamentary,Development of Community Sanitary Complex with Septic Facility,Public Sanitation & Drainage,Standard infrastructure project under MPLADS guidelines for public sanitation & drainage to improve citizen access and public amenity.,2024-04-21,2024-06-15,2024-07-27,2024-12-02,,IN_PROGRESS,780000.0,780000.0,324480.0,43.8,41.6,18.519437,73.918729,Gram Shivaji Nagar,Ward 13,Pune Block 4,District Urban Development Agency (DUDA),Registered Contractor V-154 Pvt Ltd,2026-07-15,False,False,False,True,True,SYNTHETIC_SIMULATED
MPLAD-MA-2024-0468,Hon. Member of Parliament (Nagpur Parliamentary),Maharashtra,Nagpur,Nagpur Parliamentary,"Development of Multipurpose Cultural Hall, Ward 9",Community Hall & Cultural Centers,Standard infrastructure project under MPLADS guidelines for community hall & cultural centers to improve citizen access and public amenity.,2024-08-22,2024-09-30,2024-10-17,2025-01-19,,IN_PROGRESS,2535000.0,2535000.0,1305525.0,48.4,51.5,21.129802,79.067123,Gram Hanuman Chowk,Ward 17,Nagpur Block 5,Public Health Engineering Department (PHED),Registered Contractor V-126 Pvt Ltd,2026-07-13,False,False,False,True,True,SYNTHETIC_SIMULATED
MPLAD-KA-2024-0469,Hon. Member of Parliament (Mysuru-Kodagu Parliamentary),Karnataka,Mysuru,Mysuru-Kodagu Parliamentary,Installation of Solar Dual Pump Tube Well at Hanuman Chowk,Drinking Water & Tube Wells,Standard infrastructure project under MPLADS guidelines for drinking water & tube wells to improve citizen access and public amenity.,2024-08-24,2024-10-17,2024-11-19,2025-03-22,2025-04-03,COMPLETED,819000.0,819000.0,856396.74,100.0,100.0,12.260857,76.649963,Gram Navodaya Vidyalaya,Ward 12,Mysuru Block 3,Gram Panchayat Works Division,Registered Contractor V-104 Pvt Ltd,2025-03-11,True,True,True,True,True,SYNTHETIC_SIMULATED
MPLAD-KA-2024-0470,Hon. Member of Parliament (Bengaluru Rural Parliamentary),Karnataka,Bengaluru Rural,Bengaluru Rural Parliamentary,Upgradation and Tarring of Rural Link Road near Navodaya Vidyalaya,Road Works,Standard infrastructure project under MPLADS guidelines for road works to improve citizen access and public amenity.,2024-03-26,2024-05-21,2024-06-28,2024-09-26,,IN_PROGRESS,1429000.0,1429000.0,1261807.0,84.0,88.3,13.266943,77.540827,Gram Primary Health Center,Ward 10,Bengaluru Rural Block 3,Gram Panchayat Works Division,Registered Contractor V-158 Pvt Ltd,2026-07-23,False,True,False,True,True,SYNTHETIC_SIMULATED
MPLAD-MA-2024-0471,Hon. Member of Parliament (Nagpur Parliamentary),Maharashtra,Nagpur,Nagpur Parliamentary,"Construction of Underground Drainage System at Navodaya Vidyalaya, Ward 28",Public Sanitation & Drainage,Standard infrastructure project under MPLADS guidelines for public sanitation & drainage to improve citizen access and public amenity.,2024-04-02,2024-05-25,2024-06-27,2024-10-19,,IN_PROGRESS,584000.0,584000.0,240024.0,46.7,41.1,21.158226,79.080461,Gram Hanuman Chowk,Ward 2,Nagpur Block 4,Public Works Department (PWD) Rural,Registered Contractor V-114 Pvt Ltd,2026-07-19,False,False,False,True,True,SYNTHETIC_SIMULATED
MPLAD-MA-2024-0472,Hon. Member of Parliament (Nagpur Parliamentary),Maharashtra,Nagpur,Nagpur Parliamentary,Construction of Community RO Water Filtration Plant at Shastri Colony,Drinking Water & Tube Wells,Standard infrastructure project under MPLADS guidelines for drinking water & tube wells to improve citizen access and public amenity.,2024-04-13,2024-06-05,2024-07-02,2024-12-14,,IN_PROGRESS,891000.0,891000.0,685179.0,71.7,76.9,21.113501,79.077566,Gram Shivaji Nagar,Ward 30,Nagpur Block 4,Public Health Engineering Department (PHED),Registered Contractor V-110 Pvt Ltd,2026-07-23,False,True,False,True,True,SYNTHETIC_SIMULATED
MPLAD-UT-2024-0473,Hon. Member of Parliament (Varanasi Parliamentary),Uttar Pradesh,Varanasi,Varanasi Parliamentary,Sinking of Deep Borewell with Overhead Storage Tank near Ram Mandir,Drinking Water & Tube Wells,Standard infrastructure project under MPLADS guidelines for drinking water & tube wells to improve citizen access and public amenity.,2024-05-13,2024-07-01,2024-07-20,2025-01-16,,IN_PROGRESS,759000.0,759000.0,450846.0,56.7,59.4,25.299187,82.973409,Gram Gandhi Park,Ward 12,Varanasi Block 1,Zila Parishad Engineering Wing,Registered Contractor V-117 Pvt Ltd,2026-07-27,False,False,False,True,True,SYNTHETIC_SIMULATED
MPLAD-UT-2024-0474,Hon. Member of Parliament (Varanasi Parliamentary),Uttar Pradesh,Varanasi,Varanasi Parliamentary,"Construction of CC Road from Govt Hospital to Railway Crossing, Ward 20",Road Works,Standard infrastructure project under MPLADS guidelines for road works to improve citizen access and public amenity.,2024-03-24,2024-04-15,2024-05-16,2024-09-02,2024-09-10,COMPLETED,1403000.0,1403000.0,1459096.62,100.0,100.0,25.278014,82.912201,Gram Kisan Mandi,Ward 5,Varanasi Block 2,District Urban Development Agency (DUDA),Registered Contractor V-174 Pvt Ltd,2024-08-22,True,True,True,True,True,SYNTHETIC_SIMULATED
MPLAD-UT-2024-0475,Hon. Member of Parliament (Varanasi Parliamentary),Uttar Pradesh,Varanasi,Varanasi Parliamentary,Erection of Senior Citizen Pavilion at Ambedkar Nagar Panchayat,Community Hall & Cultural Centers,Standard infrastructure project under MPLADS guidelines for community hall & cultural centers to improve citizen access and public amenity.,2024-02-25,2024-04-16,2024-05-01,2024-08-14,,IN_PROGRESS,1950000.0,1950000.0,442650.0,29.1,22.7,25.319945,82.991958,Gram Kisan Mandi,Ward 13,Varanasi Block 4,District Urban Development Agency (DUDA),Registered Contractor V-128 Pvt Ltd,2026-07-26,False,False,False,True,True,SYNTHETIC_SIMULATED
MPLAD-MA-2024-0476,Hon. Member of Parliament (Pune Parliamentary),Maharashtra,Pune,Pune Parliamentary,Installation of Decentralized Solid Waste Management Unit at Market Yard,Public Sanitation & Drainage,Standard infrastructure project under MPLADS guidelines for public sanitation & drainage to improve citizen access and public amenity.,2024-06-28,2024-08-15,2024-09-03,2025-03-22,,IN_PROGRESS,552000.0,552000.0,177192.0,30.4,32.1,18.501883,73.884499,Gram Primary Health Center,Ward 18,Pune Block 1,Public Health Engineering Department (PHED),Registered Contractor V-158 Pvt Ltd,2026-07-22,False,False,False,True,True,SYNTHETIC_SIMULATED
MPLAD-UT-2024-0477,Hon. Member of Parliament (Lucknow Parliamentary),Uttar Pradesh,Lucknow,Lucknow Parliamentary,Laying of Interlocking Tile Road at Bus Stand Sector 6,Road Works,Standard infrastructure project under MPLADS guidelines for road works to improve citizen access and public amenity.,2024-06-04,2024-08-03,2024-09-12,2025-03-19,,IN_PROGRESS,1690000.0,1690000.0,902460.0,58.7,53.4,26.856975,80.89872,Gram Ambedkar Nagar,Ward 25,Lucknow Block 1,Public Works Department (PWD) Rural,Registered Contractor V-104 Pvt Ltd,2026-07-24,False,False,False,True,True,SYNTHETIC_SIMULATED
MPLAD-MA-2024-0478,Hon. Member of Parliament (Nagpur Parliamentary),Maharashtra,Nagpur,Nagpur Parliamentary,Covered Drain Construction from Main Chowk to Hanuman Chowk,Public Sanitation & Drainage,Standard infrastructure project under MPLADS guidelines for public sanitation & drainage to improve citizen access and public amenity.,2024-06-26,2024-08-19,2024-09-08,2024-12-09,2024-12-09,COMPLETED,741000.0,741000.0,712404.5,100.0,100.0,21.144553,79.03167,Gram Market Yard,Ward 19,Nagpur Block 1,Gram Panchayat Works Division,Registered Contractor V-116 Pvt Ltd,2024-12-01,True,True,True,True,True,SYNTHETIC_SIMULATED
MPLAD-UT-2024-0479,Hon. Member of Parliament (Varanasi Parliamentary),Uttar Pradesh,Varanasi,Varanasi Parliamentary,"Development of Multipurpose Cultural Hall, Ward 8",Community Hall & Cultural Centers,Standard infrastructure project under MPLADS guidelines for community hall & cultural centers to improve citizen access and public amenity.,2024-04-25,2024-05-16,2024-06-27,2024-12-01,2024-11-21,COMPLETED,2582000.0,2582000.0,2597807.72,100.0,100.0,25.302664,82.954936,Gram Govt Hospital,Ward 5,Varanasi Block 2,Public Health Engineering Department (PHED),Registered Contractor V-124 Pvt Ltd,2024-11-21,True,True,True,True,True,SYNTHETIC_SIMULATED
MPLAD-KA-2024-0480,Hon. Member of Parliament (Bengaluru Rural Parliamentary),Karnataka,Bengaluru Rural,Bengaluru Rural Parliamentary,Construction of Community RO Water Filtration Plant at Primary Health Center,Drinking Water & Tube Wells,Standard infrastructure project under MPLADS guidelines for drinking water & tube wells to improve citizen access and public amenity.,2024-07-01,2024-07-31,2024-08-16,2025-01-31,,IN_PROGRESS,756000.0,756000.0,386316.0,35.4,51.1,13.208265,77.539446,Gram Main Chauraha,Ward 11,Bengaluru Rural Block 3,District Urban Development Agency (DUDA),Registered Contractor V-153 Pvt Ltd,2026-06-11,False,False,False,False,True,SYNTHETIC_SIMULATED
MPLAD-UT-2024-0481,Hon. Member of Parliament (Varanasi Parliamentary),Uttar Pradesh,Varanasi,Varanasi Parliamentary,Development of Approach Road connecting Ram Mandir Main Gate,Road Works,Standard infrastructure project under MPLADS guidelines for road works to improve citizen access and public amenity.,2024-07-20,2024-09-16,2024-10-19,2025-02-16,,IN_PROGRESS,1634000.0,1634000.0,1119290.0,70.1,68.5,25.332609,82.998159,Gram Gandhi Park,Ward 14,Varanasi Block 1,Public Works Department (PWD) Rural,Registered Contractor V-131 Pvt Ltd,2026-08-07,False,False,False,True,True,SYNTHETIC_SIMULATED
MPLAD-UT-2024-0482,Hon. Member of Parliament (Varanasi Parliamentary),Uttar Pradesh,Varanasi,Varanasi Parliamentary,"Construction of Separate Girls Sanitation Facility at Govt High School, Govt Hospital",School Infrastructure & Classrooms,Standard infrastructure project under MPLADS guidelines for school infrastructure & classrooms to improve citizen access and public amenity.,2024-03-18,2024-05-12,2024-06-26,2024-12-08,,IN_PROGRESS,1869000.0,1869000.0,758814.0,39.8,40.6,25.304754,82.944934,Gram Railway Crossing,Ward 3,Varanasi Block 6,Public Works Department (PWD) Rural,Registered Contractor V-103 Pvt Ltd,2026-07-16,False,False,False,True,True,SYNTHETIC_SIMULATED
MPLAD-MA-2024-0483,Hon. Member of Parliament (Pune Parliamentary),Maharashtra,Pune,Pune Parliamentary,Construction of B.R. Ambedkar Community Bhavan near Ram Mandir,Community Hall & Cultural Centers,Standard infrastructure project under MPLADS guidelines for community hall & cultural centers to improve citizen access and public amenity.,2024-07-28,2024-09-01,2024-10-03,2025-02-24,,IN_PROGRESS,2526000.0,2526000.0,1439820.0,46.7,57.0,18.482875,73.754453,Gram Govt Hospital,Ward 20,Pune Block 3,Zila Parishad Engineering Wing,Registered Contractor V-122 Pvt Ltd,2026-06-01,False,False,False,False,True,SYNTHETIC_SIMULATED
MPLAD-UT-2024-0484,Hon. Member of Parliament (Lucknow Parliamentary),Uttar Pradesh,Lucknow,Lucknow Parliamentary,"Augmentation of Village Piped Drinking Water Scheme, Ward 8",Drinking Water & Tube Wells,Standard infrastructure project under MPLADS guidelines for drinking water & tube wells to improve citizen access and public amenity.,2024-03-22,2024-04-13,2024-05-03,2024-11-03,,IN_PROGRESS,659000.0,659000.0,154865.0,29.2,23.5,26.878338,80.863497,Gram Main Chauraha,Ward 14,Lucknow Block 2,Zila Parishad Engineering Wing,Registered Contractor V-166 Pvt Ltd,2026-07-19,False,False,False,True,True,SYNTHETIC_SIMULATED
MPLAD-KA-2024-0485,Hon. Member of Parliament (Mysuru-Kodagu Parliamentary),Karnataka,Mysuru,Mysuru-Kodagu Parliamentary,Construction of Community Welfare Center at Shastri Colony,Community Hall & Cultural Centers,Standard infrastructure project under MPLADS guidelines for community hall & cultural centers to improve citizen access and public amenity.,2024-03-12,2024-04-21,2024-05-16,2024-09-09,,IN_PROGRESS,2406000.0,2406000.0,1304052.0,61.0,54.2,12.31747,76.711412,Gram Ambedkar Nagar,Ward 16,Mysuru Block 1,Public Health Engineering Department (PHED),Registered Contractor V-135 Pvt Ltd,2026-07-19,False,False,False,True,True,SYNTHETIC_SIMULATED
MPLAD-RA-2024-0486,Hon. Member of Parliament (Jaipur Parliamentary),Rajasthan,Jaipur,Jaipur Parliamentary,"Modernization of School Boundary Wall and Playground, Ward 29",School Infrastructure & Classrooms,Standard infrastructure project under MPLADS guidelines for school infrastructure & classrooms to improve citizen access and public amenity.,2024-07-23,2024-09-06,2024-10-08,2025-01-16,,IN_PROGRESS,2155000.0,2155000.0,1249900.0,63.9,58.0,26.88692,75.780899,Gram Navodaya Vidyalaya,Ward 13,Jaipur Block 5,Zila Parishad Engineering Wing,Registered Contractor V-163 Pvt Ltd,2026-08-10,False,False,False,True,True,SYNTHETIC_SIMULATED
MPLAD-KA-2024-0487,Hon. Member of Parliament (Mysuru-Kodagu Parliamentary),Karnataka,Mysuru,Mysuru-Kodagu Parliamentary,"Augmentation of Village Piped Drinking Water Scheme, Ward 23",Drinking Water & Tube Wells,Standard infrastructure project under MPLADS guidelines for drinking water & tube wells to improve citizen access and public amenity.,2024-05-07,2024-06-19,2024-08-02,2024-11-24,,IN_PROGRESS,707000.0,707000.0,223412.0,38.3,31.6,12.273191,76.611428,Gram Kisan Mandi,Ward 23,Mysuru Block 2,Gram Panchayat Works Division,Registered Contractor V-116 Pvt Ltd,2026-08-02,False,False,False,True,True,SYNTHETIC_SIMULATED
